datetime,channel,model,learning_method,RMSE,PC
2022-07-10T15:27:35Z,tech,A: shares ~ weekday + selected numeric vars,Random_Forests,4068.105301,PC2
2022-07-10T15:27:35Z,tech,A: shares ~ weekday + selected numeric vars,Boosted_Tree,4293.597231,PC2
2022-07-10T15:27:35Z,tech,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,4370.986053,PC2
2022-07-10T15:27:35Z,tech,A: shares ~ weekday + selected numeric vars,Linear_Regression,4427.075188,PC2
2022-07-10T15:27:35Z,tech,B: shares ~ is_weekend + all numeric vars,Linear_Regression,4477.063711,PC2
2022-07-10T15:28:39Z,bus,B: shares ~ is_weekend + all numeric vars,Random_Forests,4043.297037,PC2
2022-07-10T15:28:39Z,bus,A: shares ~ weekday + selected numeric vars,Random_Forests,4068.105301,PC2
2022-07-10T15:28:39Z,bus,A: shares ~ weekday + selected numeric vars,Linear_Regression,7942.377317,PC2
2022-07-10T15:28:39Z,bus,A: shares ~ weekday + selected numeric vars,Boosted_Tree,7981.691592,PC2
2022-07-10T15:28:39Z,bus,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,7990.362537,PC2
2022-07-10T15:28:39Z,bus,B: shares ~ is_weekend + all numeric vars,Linear_Regression,8730.559651,PC2
2022-07-10T15:29:44Z,entertainment,B: shares ~ is_weekend + all numeric vars,Random_Forests,4043.297037,PC2
2022-07-10T15:29:44Z,entertainment,A: shares ~ weekday + selected numeric vars,Random_Forests,4068.105301,PC2
2022-07-10T15:29:44Z,entertainment,B: shares ~ is_weekend + all numeric vars,Linear_Regression,7677.335551,PC2
2022-07-10T15:29:44Z,entertainment,A: shares ~ weekday + selected numeric vars,Linear_Regression,7734.237613,PC2
2022-07-10T15:29:44Z,entertainment,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,7741.483876,PC2
2022-07-10T15:29:44Z,entertainment,A: shares ~ weekday + selected numeric vars,Boosted_Tree,7771.478729,PC2
2022-07-10T18:35:01Z,tech,A: shares ~ weekday + selected numeric vars,Boosted_Tree,4337.272532,PC2
2022-07-10T18:35:01Z,tech,A: shares ~ weekday + selected numeric vars,Linear_Regression,4427.075188,PC2
2022-07-10T18:35:01Z,tech,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,4475.510237,PC2
2022-07-10T18:35:01Z,tech,B: shares ~ is_weekend + all numeric vars,Linear_Regression,4477.063711,PC2
2022-07-10T18:39:30Z,lifestyle,A: shares ~ weekday + selected numeric vars,Boosted_Tree,10400.16078,PC2
2022-07-10T18:39:30Z,lifestyle,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,10413.27828,PC2
2022-07-10T18:39:30Z,lifestyle,A: shares ~ weekday + selected numeric vars,Linear_Regression,10453.59905,PC2
2022-07-10T18:39:30Z,lifestyle,B: shares ~ is_weekend + all numeric vars,Linear_Regression,10476.04931,PC2
2022-07-10T19:04:34Z,entertainment,B: shares ~ is_weekend + all numeric vars,Linear_Regression,7677.335551,PC2
2022-07-10T19:04:34Z,entertainment,A: shares ~ weekday + selected numeric vars,Linear_Regression,7734.237613,PC2
2022-07-10T19:04:34Z,entertainment,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,7747.836846,PC2
2022-07-10T19:04:34Z,entertainment,A: shares ~ weekday + selected numeric vars,Boosted_Tree,7770.199592,PC2
2022-07-10T19:27:39Z,bus,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,7934.538175,PC2
2022-07-10T19:27:39Z,bus,A: shares ~ weekday + selected numeric vars,Linear_Regression,7942.377317,PC2
2022-07-10T19:27:39Z,bus,A: shares ~ weekday + selected numeric vars,Boosted_Tree,7983.5529,PC2
2022-07-10T19:27:39Z,bus,B: shares ~ is_weekend + all numeric vars,Linear_Regression,8730.559651,PC2
2022-07-10T19:40:36Z,socmed,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,4051.714789,PC2
2022-07-10T19:40:36Z,socmed,A: shares ~ weekday + selected numeric vars,Linear_Regression,4118.489537,PC2
2022-07-10T19:40:36Z,socmed,A: shares ~ weekday + selected numeric vars,Boosted_Tree,4163.85077,PC2
2022-07-10T19:40:36Z,socmed,B: shares ~ is_weekend + all numeric vars,Linear_Regression,4179.68235,PC2
2022-07-10T19:58:36Z,misc,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,23671.62091,PC2
2022-07-10T19:58:36Z,misc,A: shares ~ weekday + selected numeric vars,Linear_Regression,23698.14511,PC2
2022-07-10T19:58:36Z,misc,A: shares ~ weekday + selected numeric vars,Boosted_Tree,23722.22834,PC2
2022-07-10T19:58:36Z,misc,B: shares ~ is_weekend + all numeric vars,Linear_Regression,23740.76249,PC2
2022-07-10T20:31:11Z,world,B: shares ~ is_weekend + all numeric vars,Linear_Regression,3674.695808,PC2
2022-07-10T20:31:11Z,world,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,3690.676676,PC2
2022-07-10T20:31:11Z,world,A: shares ~ weekday + selected numeric vars,Linear_Regression,3697.256102,PC2
2022-07-10T20:31:11Z,world,A: shares ~ weekday + selected numeric vars,Boosted_Tree,3753.267321,PC2
2022-07-10T20:35:33Z,lifestyle,A: shares ~ weekday + selected numeric vars,Boosted_Tree,10401.99422,PC2
2022-07-10T20:35:33Z,lifestyle,B: shares ~ is_weekend + all numeric vars,Boosted_Tree,10417.1386,PC2
2022-07-10T20:35:33Z,lifestyle,A: shares ~ weekday + selected numeric vars,Linear_Regression,10453.59905,PC2
2022-07-10T20:35:33Z,lifestyle,B: shares ~ is_weekend + all numeric vars,Linear_Regression,10476.04931,PC2
